sku,avg_daily_demand,demand_std,lead_time_days,current_stock,unit_cost,service_level,safety_stock,reorder_point,recommended_order_qty,reorder_now,estimated_order_value
SKU-0359,12.572602739726028,4.828750329598419,3,197,90.18,0.95,13.758189293543902,51.47599751272198,0.0,False,0.0
SKU-0363,9.10958904109589,4.370736993187286,20,400,16.49,0.95,32.15404194389597,214.34582276581378,0.0,False,0.0
SKU-0364,11.915068493150685,4.762019818972283,10,533,75.94,0.98,30.930834541734257,150.0815194732411,0.0,False,0.0
SKU-0365,9.32876712328767,4.2376348710117835,28,448,76.95,0.9,28.746870632491852,289.9523500845466,0.0,False,0.0
SKU-0368,12.36986301369863,5.21859220973558,7,593,22.3,0.95,22.712674862447862,109.30171595833826,0.0,False,0.0
SKU-0371,3.3808219178082193,2.5848596330546108,6,314,15.5,0.9,8.117094736173398,28.40202624302271,0.0,False,0.0
SKU-0373,11.96986301369863,4.524253472859109,12,365,107.45,0.95,25.781219339516205,169.41957550389978,0.0,False,0.0
SKU-0379,5.778082191780822,3.5203586299318768,27,375,34.68,0.95,30.090866439014007,186.0990856170962,0.0,False,0.0
SKU-0383,11.917808219178083,4.844713400207698,3,468,107.5,0.9,10.757633468819504,46.51105812635375,0.0,False,0.0
SKU-0384,2.723287671232877,2.379544267242189,27,493,76.8,0.95,20.339560896581652,93.86832801986932,0.0,False,0.0
SKU-0385,7.605479452054794,3.7786230125725098,23,346,36.63,0.9,23.231941657481766,198.15796905474204,0.0,False,0.0
SKU-0387,4.457534246575342,3.061005984904416,6,160,115.52,0.95,12.334050044512015,39.079255523964065,0.0,False,0.0
SKU-0388,32.013698630136986,8.0053092799197,3,453,39.62,0.95,22.80891595313823,118.85001184354918,0.0,False,0.0
SKU-0390,2.819178082191781,2.3098366774387675,13,422,29.12,0.95,13.69994588155494,50.34926095004809,0.0,False,0.0
SKU-0391,19.578082191780823,6.21037430910247,7,414,80.46,0.98,33.749491663426944,170.7960670058927,0.0,False,0.0
SKU-0393,11.98904109589041,4.780327177519407,10,373,113.94,0.95,24.867007429704056,144.75741838860816,0.0,False,0.0
SKU-0397,9.32876712328767,4.268639779104267,6,282,112.85,0.95,17.20010248823829,73.17270522796431,0.0,False,0.0
SKU-0398,22.783561643835615,6.7371981511749395,4,377,60.4,0.98,27.67641000502665,118.81065658036911,0.0,False,0.0
SKU-0401,29.613698630136987,7.69696163595806,4,507,13.02,0.98,31.61911840051571,150.07391292106365,0.0,False,0.0
SKU-0407,11.857534246575343,4.945469616480596,5,214,46.4,0.98,22.713966423348815,82.00163765622553,0.0,False,0.0
SKU-0408,8.558904109589042,4.276816997591744,20,495,113.84,0.9,24.520182061026503,195.69826425280735,0.0,False,0.0
SKU-0411,12.093150684931507,4.5503389792555895,25,537,16.09,0.95,37.42653810437722,339.7553052276649,0.0,False,0.0
SKU-0412,8.427397260273972,4.3574257785906765,5,110,64.25,0.9,12.491167317729214,54.62815361909907,0.0,False,0.0
SKU-0413,12.997260273972604,4.664866716667169,5,124,63.81,0.9,13.372489546257261,78.35879091612027,0.0,False,0.0
SKU-0416,4.852054794520548,3.2344348143714203,7,134,56.48,0.95,14.077104197862253,48.04148775950609,0.0,False,0.0
SKU-0418,20.095890410958905,6.550657176078348,5,246,68.76,0.98,30.08640608213842,130.56585813693295,0.0,False,0.0
SKU-0419,24.934246575342467,6.922733277971542,4,529,92.11,0.9,17.749888124719032,117.4868744260889,0.0,False,0.0
SKU-0420,4.997260273972603,3.393188579642519,10,192,13.39,0.95,17.65118630732361,67.62378904704964,0.0,False,0.0
SKU-0425,29.10958904109589,8.155699220526937,4,259,100.05,0.9,20.911212801431066,137.34956896581463,0.0,False,0.0
SKU-0426,5.578082191780822,3.378594812242787,16,432,71.29,0.95,22.231153864557538,111.48046893305069,0.0,False,0.0
SKU-0427,5.019178082191781,3.1312259972209198,20,535,84.59,0.95,23.03537646108479,123.4189381049204,0.0,False,0.0
SKU-0428,2.265753424657534,2.0723333969861937,6,180,119.93,0.98,10.426431406664815,24.02095195461002,0.0,False,0.0
SKU-0431,24.523287671232875,6.987636659457923,9,389,25.83,0.9,26.874450592275174,247.58403963337105,0.0,False,0.0
SKU-0433,3.9178082191780823,2.9997867353571257,17,194,5.27,0.98,25.404770756875426,92.00751048290282,0.0,False,0.0
SKU-0436,3.010958904109589,2.5027216857290746,11,241,39.16,0.9,10.641354823971351,43.76190276917683,0.0,False,0.0
SKU-0437,29.55068493150685,7.396597140229744,10,597,16.75,0.95,38.47670446190377,333.98355377697226,0.0,False,0.0
SKU-0440,2.0273972602739727,1.9763199980286232,28,242,6.74,0.9,13.406774543124014,70.17389783079526,0.0,False,0.0
SKU-0442,16.627397260273973,5.557226269599874,13,469,76.39,0.9,25.687259986957997,241.84342437051964,0.0,False,0.0
SKU-0448,30.583561643835615,7.593863443934073,5,285,60.3,0.9,21.768866226528658,174.68667444570673,0.0,False,0.0
SKU-0449,18.326027397260273,5.885865621990232,11,576,64.52,0.9,25.02618844394875,226.61248981381175,0.0,False,0.0
SKU-0454,7.468493150684932,3.8089280857910253,6,113,77.12,0.9,11.960970615298455,56.77192951940805,0.0,False,0.0
SKU-0455,18.972602739726028,5.461585635846492,4,474,58.82,0.9,14.003505570310406,89.89391652921452,0.0,False,0.0
SKU-0456,4.449315068493151,3.0165807042021315,23,232,39.64,0.9,18.546710452969375,120.88095702831185,0.0,False,0.0
SKU-0460,3.0246575342465754,2.4899678283546467,13,184,119.17,0.9,11.509419962975922,50.8299679081814,0.0,False,0.0
SKU-0461,10.534246575342467,4.482818824061846,15,567,117.15,0.98,35.661306962394754,193.67500559253173,0.0,False,0.0
SKU-0467,30.610958904109587,7.556882490754745,4,471,89.0,0.95,24.86214339458311,147.30597901102146,0.0,False,0.0
SKU-0468,17.956164383561642,5.923342405063978,6,542,28.93,0.95,23.867578833603826,131.60456513497368,0.0,False,0.0
SKU-0473,9.391780821917807,4.272636980251869,15,440,42.77,0.98,33.98928773873177,174.86600006749887,0.0,False,0.0
SKU-0477,29.136986301369863,7.679920780864952,11,565,71.24,0.95,41.90047874389189,362.4073280589604,0.0,False,0.0
SKU-0480,2.5643835616438357,2.1887179411935795,11,428,75.76,0.95,11.941311920801834,40.149531098884026,0.0,False,0.0
SKU-0481,8.271232876712329,4.139778868518806,21,331,29.91,0.98,38.9661259521019,212.6620163630608,0.0,False,0.0
SKU-0483,2.8438356164383563,2.4236124557241356,5,399,68.9,0.9,6.947622343110618,21.166800425302398,0.0,False,0.0
SKU-0490,20.336986301369862,6.014531552312935,7,470,110.39,0.98,32.68520903590104,175.0441131454901,0.0,False,0.0
SKU-0492,13.479452054794521,4.888058978577499,3,494,81.82,0.98,17.389916793648545,57.82827295803211,0.0,False,0.0
SKU-0493,12.961643835616439,4.945156086409435,23,507,113.04,0.9,30.404085642931086,328.52189386210915,0.0,False,0.0
SKU-0496,5.663013698630137,2.97865607138019,10,317,107.31,0.98,19.347319331500895,75.97745631780226,0.0,False,0.0
